URL,Status
https://www.usatoday.com,200
https://www.usatoday.com/,200
https://www.usatoday.com/story/news/politics/2025/02/28/trump-executive-order-english-official-language-us/80834679007/,200
https://www.usatoday.com/story/news/politics/2025/02/28/watch-livestream-trump-zelenskyy/80837815007/,200
https://www.usatoday.com/story/money/2025/02/28/boycotts-protests-dei-target/80742681007/,200
https://www.usatoday.com/story/news/world/2025/02/28/trump-zelenskyy-mineral-deal-ukraine-washington/80705447007/,200
https://www.usatoday.com/story/life/2025/02/27/hoda-kotb-life-after-today-show/77845982007/,200
https://www.usatoday.com/story/entertainment/celebrities/2025/02/27/gene-hackman-wife-betty-awakara-death-suspicious-search-warrant/80714103007/,200
https://www.usatoday.com/story/opinion/2019/12/04/submit-letters-columns-and-comment-social/2608825001/,200
https://cm.usatoday.com/subscriberguide,200
https://www.usatoday.com/picture-gallery/news/world/2025/02/19/life-in-ukraine-russia-war-photos/79114956007/,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fentertainment%2Fcelebrities%2F2025%2F02%2F27%2Fgene-hackman-wife-betty-awakara-death-suspicious-search-warrant%2F80714103007%2F&marketName=usatoday&cta=Footer,200
https://www.usatoday.com/marketplace/jobs/,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fopinion%2F2019%2F12%2F04%2Fsubmit-letters-columns-and-comment-social%2F2608825001%2F&marketName=usatoday&cta=Footer,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fpicture-gallery%2Fnews%2Fworld%2F2025%2F02%2F19%2Flife-in-ukraine-russia-war-photos%2F79114956007%2F&marketName=usatoday&cta=Footer,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fmarketplace%2Fjobs%2F&marketName=usatoday&cta=Footer,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fopinion%2F2019%2F12%2F04%2Fsubmit-letters-columns-and-comment-social%2F2608825001%2F&marketName=usatoday&cta=Right-Rail,200
https://classifieds.usatoday.com/,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fmarketplace%2Fjobs%2F&marketName=usatoday&cta=Right-Rail,200
https://www.usatoday.com/story/money/2025/01/26/social-security-changes-workers/77955601007/,200
https://www.usatoday.com/online-betting,200
https://www.usatoday.com/story/money/personalfinance/2025/01/26/economic-warning-behind-credit-cards-financial-stress/77887274007/,200
https://www.usatoday.com/story/money/2025/01/31/costco-pay-increase/78098544007/,200
https://www.usatoday.com/story/news/nation/2025/01/29/la-fires-latinos-employment-health-issues/77980541007/,200
https://www.usatoday.com/story/money/2025/01/28/albertsons-layoff-safeway-workers/77981043007/?gnt-cfr=1&gca-cat=p,200
https://www.usatoday.com/story/money/2025/01/23/costco-dei-shareholder-proposal-rejected/77907655007/,200
https://newstips.usatoday.com/,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fmoney%2F2025%2F01%2F28%2Falbertsons-layoff-safeway-workers%2F77981043007%2F&marketName=usatoday&cta=Right-Rail,200
https://www.usatoday.com/story/money/2024/12/16/kroger-albertsons-why-merger-was-blocked/77027210007/,200
https://subscribe.usatoday.com/offers?offer=P-BL&theme=sportsweekly&gnt-eid=control,200
https://newstips.usatoday.com/securedrop.html,200
https://subscribe.usatoday.com/offers?gps-source=CPMASTHEAD&itm_campaign=2025USATBAU3&itm_medium=ONSITE&itm_content=CPMASTHEAD&theme=twentyfour&hideGrid=true&gnt-eid=control,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fmoney%2F2024%2F12%2F16%2Fkroger-albertsons-why-merger-was-blocked%2F77027210007%2F&marketName=usatoday&cta=Footer,200
https://cm.usatoday.com/site-feedback/?platform=Tangent-Desktop&url=https%3A%2F%2Fwww.usatoday.com%2Fstory%2Fmoney%2F2024%2F12%2F16%2Fkroger-albertsons-why-merger-was-blocked%2F77027210007%2F&marketName=usatoday&cta=Right-Rail,200
